Gene,Transcript
PEX12,NM_000286.3
PEX13,NM_002618.4
PEX14,NM_004565.3
PEX16,NM_004813.4
PEX19,NM_002857.4
PEX2,NM_000318.3
PEX26,NM_001127649.3
PEX3,NM_003630.3
PEX5,NM_001351132.2
PEX6,NM_000287.4
PEX7,NM_000288.4
PFAS,NM_012393.3
PFKFB1,NM_002625.4
PFKFB2,NM_001018053.2
PFKL,NM_002626.6
PFKM,NM_000289.6
PFKP,NM_002627.5
PFN1,NM_005022.4
PFN3,NM_001029886.3
PFN4,NM_199346.3
PGA3,NM_001079807.4
PGA4,NM_001079808.6
PGA5,NM_014224.5
PGAM1,NM_002629.4
PGAM2,NM_000290.4
PGAM5,NM_001170543.2
PGAP1,NM_024989.4
PGAP2,NM_014489.4
PGAP3,NM_033419.5
PGAP6,NM_021259.3
PGBD1,NM_032507.4
PGBD5,NM_001258311.2
PGC,NM_002630.4
PGD,NM_002631.4
PGF,NM_002632.6
PGK1,NM_000291.4
PGLS,NM_012088.3
PGLYRP1,NM_005091.3
PGLYRP2,NM_052890.4
PGLYRP3,NM_052891.3
PGLYRP4,NM_020393.4
PGM1,NM_002633.3
PGM2,NM_018290.4
PGM2L1,NM_173582.6
PGM3,NM_015599.3
PGM5,NM_021965.4
PGPEP1L,NM_001167902.2
PGR,NM_000926.4
PGRMC1,NM_006667.5
PGS1,NM_024419.5
PHACTR1,NM_030948.6
PHACTR2,NM_001100164.2
PHACTR3,NM_080672.5
PHACTR4,NM_001048183.3
PHB1,NM_002634.4
PHC1,NM_004426.3
PHC2,NM_001385109.1
PHETA1,NM_144671.6
PHETA2,NM_001002034.3
PHEX,NM_000444.6
PHF10,NM_018288.4
PHF11,NM_001040443.3
PHF12,NM_001033561.2
PHF13,NM_153812.3
PHF14,NM_001007157.2
PHF2,NM_005392.4
PHF20,NM_016436.5
PHF21A,NM_001352027.3
PHF24,NM_015297.3
PHF3,NM_001370348.2
PHF6,NM_001015877.2
PHF7,NM_016483.7
PHF8,NM_015107.3
PHGDH,NM_006623.4
PHGR1,NM_001145643.2
PHIP,NM_017934.7
PHKA1,NM_002637.4
PHKA2,NM_000292.3
PHKB,NM_000293.3
PHKG1,NM_006213.5
PHKG2,NM_000294.3
PHLDA2,NM_003311.4
PHLDB1,NM_001144758.3
PHLDB2,NM_001134438.2
PHLDB3,NM_198850.4
PHLPP1,NM_194449.4
PHLPP2,NM_015020.3
PHOSPHO2,NM_001008489.4
PHOX2B,NM_003924.4
PHPT1,NM_014172.6
PHRF1,NM_001286581.2
PHTF2,NM_001395272.1
PHYH,NM_006214.4
PHYHD1,NM_001100876.2
PHYKPL,NM_153373.4
PI15,NM_015886.5
PI16,NM_153370.3
PI3,NM_002638.4
PI4K2B,NM_018323.4
PI4KA,NM_058004.4
PIAS1,NM_016166.3
PIAS2,NM_004671.5
PIAS3,NM_006099.3
PIAS4,NM_015897.4
PIBF1,NM_006346.4
PICALM,NM_007166.4
PID1,NM_001100818.2
PIDD1,NM_145886.4
PIEZO1,NM_001142864.4
PIEZO2,NM_001378183.1
PIF1,NM_001286496.2
PIGA,NM_002641.4
PIGB,NM_004855.5
PIGC,NM_153747.2
PIGF,NM_002643.4
PIGG,NM_001127178.3
PIGH,NM_004569.5
PIGK,NM_005482.3
PIGL,NM_004278.4
PIGM,NM_145167.3
PIGN,NM_176787.5
PIGO,NM_032634.4
PIGP,NM_153682.3
PIGQ,NM_004204.5
PIGR,NM_002644.4
PIGS,NM_033198.4
PIGT,NM_015937.6
PIGU,NM_080476.5
PIGV,NM_017837.4
PIGW,NM_001346754.2
PIGY,NM_001042616.3
PIGZ,NM_025163.4
PIH1D2,NM_138789.4
PIK3AP1,NM_152309.3
PIK3C2A,NM_002645.4
PIK3C2B,NM_001377334.1
PIK3C2G,NM_001288772.2
PIK3C3,NM_002647.4
PIK3CA,NM_006218.4
PIK3CB,NM_006219.3
PIK3CD,NM_005026.5
PIK3CG,NM_001282426.2
PIK3R1,NM_181523.3
PIK3R2,NM_005027.4
PIK3R4,NM_014602.3
PIK3R5,NM_001142633.3
PIKFYVE,NM_015040.4
PILRA,NM_013439.3
PILRB,NM_178238.4
PIM3,NM_001001852.4
PIMREG,NM_019013.3
PINK1,NM_032409.3
PINX1,NM_017884.6
PIP,NM_002652.3
PIP4K2A,NM_005028.5
PIP5K1A,NM_001135638.2
PIP5K1C,NM_012398.3
PIP5KL1,NM_001135219.2
PIPOX,NM_016518.3
PIR,NM_001018109.3
PISD,NM_001326411.2
PITPNA,NM_006224.4
PITPNM1,NM_004910.3
PITPNM2,NM_020845.3
PITPNM3,NM_031220.4
PITRM1,NM_014889.4
PITX1,NM_002653.5
PITX2,NM_000325.6
PITX3,NM_005029.4
PIWIL1,NM_004764.5
PIWIL2,NM_018068.5
PIWIL3,NM_001255975.1
PIWIL4,NM_152431.3
PJA1,NM_001032396.4
PJVK,NM_001042702.5
PKD1,NM_001009944.3
PKD1L1,NM_138295.5
PKD1L2,NM_052892.5
PKD1L3,NM_181536.2
PKD2,NM_000297.4
PKD2L1,NM_016112.3
PKD2L2,NM_001300921.2
PKDCC,NM_138370.3
PKDREJ,NM_006071.2
PKHD1,NM_138694.4
PKHD1L1,NM_177531.6
PKLR,NM_000298.6
PKMYT1,NM_004203.5
PKN1,NM_002741.5
PKN2,NM_006256.4
PKN3,NM_013355.5
PKP1,NM_001005337.3
PKP2,NM_001005242.3
PKP3,NM_007183.4
PKP4,NM_003628.6
PLA1A,NM_015900.4
PLA2G10,NM_003561.3
PLA2G12B,NM_032562.5
PLA2G1B,NM_000928.3
PLA2G2A,NM_001395463.1
PLA2G2C,NM_001367969.2
PLA2G2D,NM_012400.4
PLA2G2F,NM_022819.4
PLA2G3,NM_015715.5
PLA2G4A,NM_024420.3
PLA2G4B,NM_001114633.2
PLA2G4C,NM_003706.3
PLA2G4D,NM_178034.4
PLA2G4E,NM_001395548.1
PLA2G4F,NM_213600.4
PLA2G6,NM_003560.4
PLA2G7,NM_005084.4
PLA2R1,NM_007366.5
PLAA,NM_001031689.3
PLAAT1,NM_020386.5
PLAAT4,NM_004585.5
PLAC1,NM_021796.4
PLAC8,NM_016619.3
PLAG1,NM_002655.3
PLAGL1,NM_001317162.2
PLAGL2,NM_002657.3
PLAT,NM_000930.5
PLAU,NM_002658.6
PLAUR,NM_002659.4
PLB1,NM_153021.5
PLBD1,NM_024829.6
PLBD2,NM_173542.4
PLCB1,NM_015192.4
PLCB2,NM_004573.3
PLCB3,NM_000932.5
PLCB4,NM_001377142.1
PLCD1,NM_006225.4
PLCD4,NM_032726.4
PLCE1,NM_016341.4
PLCG1,NM_002660.3
PLCG2,NM_002661.5
PLCH1,NM_014996.4
PLCH2,NM_014638.4
PLCL1,NM_006226.4
PLCL2,NM_001144382.2
PLCXD2,NM_001413064.1
PLCZ1,NM_033123.4
PLD1,NM_002662.5
PLD2,NM_002663.5
PLD3,NM_012268.4
PLD4,NM_138790.5
PLD5,NM_001372062.1
PLD6,NM_178836.4
PLEC,NM_201384.3
PLEK,NM_002664.3
PLEK2,NM_016445.3
PLEKHA1,NM_001001974.4
PLEKHA3,NM_019091.4
PLEKHA4,NM_020904.3
PLEKHA5,NM_001256470.2
PLEKHA6,NM_014935.5
PLEKHA7,NM_001329630.2
PLEKHA8,NM_001197026.2
PLEKHD1,NM_001161498.2
PLEKHF1,NM_024310.5
PLEKHG1,NM_001029884.3
PLEKHG2,NM_022835.3
PLEKHG3,NM_001308147.2
PLEKHG4,NM_001129729.3
PLEKHG4B,NM_052909.5
PLEKHG5,NM_020631.6
PLEKHG6,NM_001384598.1
PLEKHG7,NM_001377329.1
PLEKHH1,NM_020715.3
PLEKHH2,NM_172069.4
PLEKHH3,NM_024927.5
PLEKHM1,NM_014798.3
PLEKHM2,NM_015164.4
PLEKHN1,NM_032129.3
PLEKHO2,NM_025201.5
PLEKHS1,NM_001395068.1
PLET1,NM_001145024.1
PLG,NM_000301.5
PLGRKT,NM_018465.4
PLIN1,NM_002666.5
PLIN2,NM_001122.4
PLIN3,NM_005817.5
PLIN4,NM_001367868.2
PLIN5,NM_001013706.3
PLK2,NM_006622.4
PLK3,NM_004073.4
PLK4,NM_014264.5
PLK5,NM_001243079.2
PLLP,NM_015993.3
PLN,NM_002667.5
PLOD1,NM_000302.4
PLOD2,NM_182943.3
PLOD3,NM_001084.5
PLP1,NM_000533.5
PLP2,NM_002668.3
PLPBP,NM_007198.4
PLPP2,NM_003712.4
PLPP5,NM_001102559.2
PLPP6,NM_203453.5
PLPP7,NM_032728.4
PLPPR2,NM_001393892.1
PLPPR3,NM_001270366.2
PLRG1,NM_002669.4
PLS1,NM_001145319.2
PLS3,NM_005032.7
PLSCR1,NM_021105.3
PLTP,NM_006227.4
PLVAP,NM_031310.3
PLXDC1,NM_020405.5
PLXDC2,NM_032812.9
PLXNA1,NM_032242.4
PLXNA2,NM_025179.4
PLXNA3,NM_017514.5
PLXNA4,NM_020911.2
PLXNB1,NM_001130082.3
PLXNB2,NM_012401.4
PLXNB3,NM_005393.3
PLXNC1,NM_005761.3
PLXND1,NM_015103.3
PM20D1,NM_152491.5
PM20D2,NM_001010853.3
PMEL,NM_001384361.1
PMEPA1,NM_020182.5
PMFBP1,NM_031293.3
PML,NM_033238.3
PMM2,NM_000303.3
PMP2,NM_002677.5
PMP22,NM_000304.4
PMPCA,NM_015160.3
PMPCB,NM_004279.3
PMS1,NM_000534.5
PMS2,NM_000535.7
PMVK,NM_006556.4
PNCK,NM_001366977.1
PNISR,NM_032870.4
PNKD,NM_015488.5
PNKP,NM_007254.4
PNLDC1,NM_001271862.2
PNLIP,NM_000936.4
PNLIPRP1,NM_006229.4
PNLIPRP3,NM_001011709.3
PNMA3,NM_013364.6
PNMA5,NM_001184924.2
PNMA8A,NM_018215.4
PNMA8B,NM_020709.3
PNMT,NM_002686.4
PNN,NM_002687.4
PNO1,NM_020143.4
PNP,NM_000270.4
PNPLA1,NM_001374623.1
PNPLA2,NM_020376.4
PNPLA3,NM_025225.3
PNPLA4,NM_004650.3
PNPLA5,NM_138814.4
PNPLA6,NM_001166114.2
PNPLA7,NM_001098537.3
PNPLA8,NM_001256007.3
PNPO,NM_018129.4
PNPT1,NM_033109.5
PNRC2,NM_017761.4
POC1A,NM_015426.5
POC1B,NM_172240.3
POC5,NM_001099271.2
PODN,NM_153703.5
PODNL1,NM_001370095.3
PODXL,NM_001018111.3
PODXL2,NM_015720.4
POF1B,NM_024921.4
POFUT1,NM_015352.2
POFUT2,NM_133635.6
POGLUT1,NM_152305.3
POGLUT2,NM_024089.3
POGLUT3,NM_153705.5
POGZ,NM_015100.4
POLA1,NM_001330360.2
POLA2,NM_002689.4
POLD1,NM_002691.4
POLD2,NM_006230.4
POLD3,NM_006591.3
POLDIP2,NM_015584.5
POLDIP3,NM_032311.5
POLE,NM_006231.4
POLE2,NM_002692.4
POLG,NM_002693.3
POLG2,NM_007215.4
POLH,NM_006502.3
POLI,NM_007195.3
POLK,NM_016218.6
POLL,NM_001174084.2
POLM,NM_013284.4
POLN,NM_181808.4
POLQ,NM_199420.4
POLR1A,NM_015425.6
POLR1B,NM_019014.6
POLR1C,NM_203290.4
POLR1D,NM_015972.4
POLR1F,NM_001002926.2
POLR1G,NM_012099.3
POLR2A,NM_000937.5
POLR2M,NM_015532.5
POLR3A,NM_007055.4
POLR3B,NM_018082.6
POLR3C,NM_006468.8
POLR3E,NM_018119.4
POLR3F,NM_006466.4
POLR3G,NM_006467.3
POLR3GL,NM_032305.3
POLR3K,NM_016310.5
POLRMT,NM_005035.4
POM121,NM_001387691.1
POM121C,NM_001099415.3
POM121L12,NM_182595.4
POM121L2,NM_033482.4
POMC,NM_000939.4
POMGNT1,NM_017739.4
POMGNT2,NM_032806.6
POMK,NM_032237.5
POMT1,NM_001077365.2
POMT2,NM_013382.7
PON1,NM_000446.7
PON2,NM_000305.3
PON3,NM_000940.3
POP1,NM_001145860.2
POP4,NM_006627.3
POPDC1,NM_001199563.2
POPDC3,NM_022361.5
POR,NM_001395413.1
PORCN,NM_203475.3
POSTN,NM_006475.3
POT1,NM_015450.3
POTEA,NM_001005365.2
POTED,NM_174981.6
POTEE,NM_001083538.3
POTEG,NM_001005356.3
POTEH,NM_001136213.1
POTEI,NM_001277406.2
POTEJ,NM_001277083.2
POTEM,NM_001145442.1
POU1F1,NM_000306.4
POU2AF1,NM_006235.3
POU2AF3,NM_001271458.2
POU2F1,NM_002697.4
POU2F2,NM_001394376.1
POU2F3,NM_014352.4
POU3F1,NM_002699.4
POU3F2,NM_005604.4
POU3F3,NM_006236.3
POU3F4,NM_000307.5
POU4F1,NM_006237.4
POU4F2,NM_004575.3
POU4F3,NM_002700.3
POU5F1,NM_002701.6
POU5F2,NM_153216.2
POU6F1,NM_001330422.2
POU6F2,NM_001370959.1
PPA2,NM_176869.3
PPAN,NM_020230.7
PPARA,NM_005036.6
PPARD,NM_006238.5
PPARG,NM_138711.6
PPARGC1A,NM_013261.5
PPARGC1B,NM_133263.4
PPAT,NM_002703.5
PPCDC,NM_021823.5
PPCS,NM_024664.4
PPEF1,NM_001377996.1
PPEF2,NM_006239.3
PPFIA1,NM_003626.5
PPFIA2,NM_003625.5
PPFIA3,NM_003660.4
PPFIA4,NM_001304331.2
PPFIBP1,NM_003622.4
PPFIBP2,NM_003621.5
PPHLN1,NM_201439.2
PPIAL4E,NM_001144032.3
PPIAL4G,NM_001123068.3
PPIB,NM_000942.5
PPIC,NM_000943.5
PPID,NM_005038.3
PPIG,NM_004792.3
PPIL1,NM_016059.5
PPIL2,NM_014337.4
PPIL6,NM_173672.5
PPIP5K1,NM_001394395.1
PPIP5K2,NM_001276277.3
PPL,NM_002705.5
PPM1B,NM_002706.6
PPM1D,NM_003620.4
PPM1E,NM_014906.5
PPM1F,NM_014634.4
PPM1H,NM_020700.2
PPM1J,NM_005167.7
PPM1K,NM_152542.5
PPM1N,NM_001080401.2
PPOX,NM_001122764.3
PPP1CB,NM_002709.3
PPP1R10,NM_002714.4
PPP1R11,NM_021959.3
PPP1R12A,NM_002480.3
PPP1R12B,NM_002481.4
PPP1R12C,NM_017607.4
PPP1R13B,NM_015316.3
PPP1R13L,NM_006663.4
PPP1R14A,NM_033256.3
PPP1R14D,NM_017726.8
PPP1R15A,NM_014330.5
PPP1R15B,NM_032833.5
PPP1R16A,NM_001329443.2
PPP1R17,NM_006658.5
PPP1R18,NM_133471.4
PPP1R1A,NM_006741.4
PPP1R1B,NM_032192.4
PPP1R2,NM_006241.8
PPP1R21,NM_001135629.3
PPP1R26,NM_014811.5
PPP1R27,NM_001007533.4
PPP1R2C,NM_025210.2
PPP1R36,NM_172365.3
PPP1R37,NM_019121.2
PPP1R3A,NM_002711.4
PPP1R3B,NM_024607.4
PPP1R3D,NM_006242.4
PPP1R3F,NM_033215.5
PPP1R9A,NM_001166160.2
PPP1R9B,NM_032595.5
PPP2CA,NM_002715.4
PPP2R1A,NM_014225.6
PPP2R1B,NM_002716.5
PPP2R2B,NM_181675.4
PPP2R3A,NM_002718.5
PPP2R3C,NM_017917.4
PPP2R5B,NM_006244.4
PPP2R5C,NM_001352913.2
PPP2R5D,NM_006245.4
PPP3CA,NM_000944.5
PPP3CC,NM_005605.5
PPP4R1,NM_001042388.3
PPP4R2,NM_174907.4
PPP4R3A,NM_001366432.2
PPP5C,NM_006247.4
PPP6R1,NM_014931.4
PPP6R2,NM_001242898.2
PPRC1,NM_015062.5
PPT1,NM_000310.4
PPT2,NM_005155.7
PPWD1,NM_015342.4
PPY,NM_002722.5
PQBP1,NM_001032382.2
PRAC1,NM_032391.3
PRAC2,NM_001282275.2
PRAG1,NM_001080826.3
PRAM1,NM_032152.5
PRAME,NM_206956.3
PRAMEF1,NM_023013.4
PRAMEF11,NM_001146344.3
PRAMEF12,NM_001080830.5
PRAMEF15,NM_001098376.3
PRAMEF17,NM_001099851.3
PRAMEF18,NM_001099850.2
PRAMEF2,NM_023014.1
PRAMEF20,NM_001099852.2
PRAMEF4,NM_001009611.4
PRAMEF5,NM_001013407.5
PRAMEF6,NM_001010889.2
PRAMEF7,NM_001012277.5
PRB2,NM_006248.4
PRB3,NM_001394862.1
PRB4,NM_002723.6
PRCC,NM_005973.5
PRCD,NM_001077620.3
PRCP,NM_005040.4
PRDM1,NM_001198.4
PRDM10,NM_199437.2
PRDM12,NM_021619.3
PRDM13,NM_021620.4
PRDM15,NM_001040424.3
PRDM16,NM_022114.4
PRDM2,NM_001393986.1
PRDM4,NM_012406.4
PRDM5,NM_018699.4
PRDM6,NM_001136239.4
PRDM7,NM_001098173.2
PRDM8,NM_001099403.2
PRDM9,NM_020227.4
PRDX2,NM_005809.6
PRDX3,NM_006793.5
PRDX4,NM_006406.2
PRDX5,NM_012094.5
PREB,NM_013388.6
PRELP,NM_002725.4
PREP,NM_002726.5
PREPL,NM_001171613.2
PREX1,NM_020820.4
PREX2,NM_024870.4
PRF1,NM_001083116.3
PRG2,NM_002728.6
PRG3,NM_006093.4
PRG4,NM_005807.6
PRH1,NM_001393989.1
PRICKLE1,NM_153026.3
PRICKLE2,NM_198859.4
PRICKLE3,NM_006150.5
PRICKLE4,NM_013397.6
PRIM1,NM_000946.3
PRIMA1,NM_178013.4
PRIMPOL,NM_152683.4
PRKAA1,NM_006251.6
PRKAA2,NM_006252.4
PRKACB,NM_182948.4
PRKACG,NM_002732.4
PRKAG2,NM_016203.4
PRKAG3,NM_017431.4
PRKAR1A,NM_002734.5
PRKAR1B,NM_001164760.2
PRKAR2A,NM_004157.4
PRKCA,NM_002737.3
PRKCB,NM_002738.7
PRKCD,NM_006254.4
PRKCE,NM_005400.3
PRKCG,NM_002739.5
PRKCH,NM_006255.5
PRKCQ,NM_006257.5
PRKCSH,NM_001289104.2
PRKCZ,NM_002744.6
PRKD1,NM_002742.3
PRKD2,NM_016457.5
PRKD3,NM_005813.6
PRKDC,NM_006904.7
PRKG1,NM_001098512.3
PRKG2,NM_006259.3
PRKN,NM_004562.3
PRKRA,NM_003690.5
PRKRIP1,NM_024653.4
PRKX,NM_005044.5
PRL,NM_000948.6
PRLHR,NM_004248.3
PRLR,NM_000949.7
PRM2,NM_002762.4
PRM3,NM_021247.3
PRMT2,NM_206962.4
PRMT3,NM_005788.4
PRMT5,NM_006109.5
PRMT6,NM_018137.3
PRMT7,NM_019023.5
PRMT9,NM_138364.4
PRND,NM_012409.4
PRNP,NM_000311.5
PROB1,NM_001161546.2
PROC,NM_000312.4
PROCA1,NM_001366301.1
PROCR,NM_006404.5
PRODH,NM_016335.6
PRODH2,NM_021232.2
PROK2,NM_001126128.2
PROKR1,NM_138964.4
PROKR2,NM_144773.4
PROM1,NM_006017.3
PROM2,NM_001165978.3
PROP1,NM_006261.5
PRORP,NM_014672.4
PROS1,NM_000313.4
PROSER1,NM_025138.5
PROSER2,NM_153256.4
PROSER3,NM_001367856.1
PROX1,NM_001270616.2
PROX2,NM_001243007.2
PROZ,NM_003891.3
PRP4K,NM_003913.5
PRPF3,NM_004698.4
PRPF31,NM_015629.4
PRPF38B,NM_018061.4
PRPF4,NM_001244926.2
PRPF6,NM_012469.4
PRPF8,NM_006445.4
PRPH,NM_006262.4
PRPH2,NM_000322.5
PRPS1,NM_002764.4
PRPSAP1,NM_002766.3
PRR11,NM_018304.4
PRR12,NM_020719.3
PRR14,NM_024031.5
PRR14L,NM_173566.3
PRR15,NM_175887.3
PRR15L,NM_024320.4
PRR19,NM_199285.3
PRR22,NM_001134316.2
PRR23A,NM_001134659.1
PRR23B,NM_001013650.2
PRR23C,NM_001134657.1
PRR23E,NM_001007534.2
PRR27,NM_214711.4
PRR29,NM_001164257.2
PRR3,NM_025263.4
PRR30,NM_178553.4
PRR33,NM_001395380.1
PRR35,NM_145270.3
PRR36,NM_001190467.2
PRR4,NM_007244.3
PRR5,NM_181333.4
PRR5L,NM_001160167.2
PRR9,NM_001195571.2
PRRC1,NM_130809.5
PRRC2A,NM_004638.4
PRRC2B,NM_013318.4
PRRC2C,NM_001387844.1
PRRG1,NM_001142395.2
PRRG2,NM_000951.3
PRRG3,NM_001372163.1
PRRG4,NM_024081.6
PRRT2,NM_145239.3
PRRT3,NM_207351.5
PRRT4,NM_001174164.2
PRRX1,NM_022716.4
PRSS1,NM_002769.5
PRSS12,NM_003619.4
PRSS21,NM_006799.4
PRSS23,NM_007173.6
PRSS27,NM_031948.5
PRSS3,NM_002771.4
PRSS33,NM_152891.3
PRSS35,NM_153362.3
PRSS36,NM_173502.5
PRSS38,NM_183062.3
PRSS48,NM_183375.5
PRSS50,NM_013270.5
PRSS53,NM_001039503.3
PRSS54,NM_001305173.2
PRSS55,NM_198464.4
PRSS56,NM_001195129.2
PRSS57,NM_001308209.2
PRSS58,NM_001001317.5
PRSS8,NM_002773.5
PRTFDC1,NM_020200.7
PRTG,NM_173814.6
PRTN3,NM_002777.4
PRUNE1,NM_021222.3
PRUNE2,NM_015225.3
PRX,NM_181882.3
PRXL2B,NM_152371.5
PSAP,NM_002778.4
PSAPL1,NM_001085382.2
PSAT1,NM_058179.4
PSCA,NM_005672.5
PSD,NM_002779.5
PSD2,NM_032289.4
PSD3,NM_015310.4
PSD4,NM_012455.3
PSEN1,NM_000021.4
PSEN2,NM_000447.3
PSG1,NM_001184825.2
PSG2,NM_031246.4
PSG3,NM_021016.4
PSG4,NM_002780.5
PSG5,NM_002781.4
PSG6,NM_001031850.4
PSG7,NM_002783.3
PSG8,NM_182707.3
PSG9,NM_002784.5
PSIP1,NM_033222.5
PSKH1,NM_006742.3
PSMA6,NM_001282234.1
PSMB10,NM_002801.4
PSMB11,NM_001099780.2
PSMB4,NM_002796.3
PSMB6,NM_002798.3
PSMB8,NM_148919.4
PSMB9,NM_002800.5
PSMC3,NM_002804.5
PSMC3IP,NM_016556.4
PSMD10,NM_002814.4
PSMD12,NM_002816.5
PSMD3,NM_002809.4
PSMD5,NM_005047.4
PSMD8,NM_002812.5
PSMD9,NM_002813.7
PSME4,NM_014614.3
PSMF1,NM_006814.5
PSMG1,NM_003720.4
PSMG2,NM_020232.5
PSMG4,NM_001128591.2
PSORS1C1,NM_014068.3
PSORS1C2,NM_014069.3
PSPH,NM_004577.4
PSPN,NM_004158.5
PSTPIP1,NM_003978.5
PSTPIP2,NM_024430.4
PTAFR,NM_000952.5
PTAR1,NM_001099666.2
PTBP1,NM_002819.5
PTCD1,NM_015545.4
PTCD2,NM_024754.5
PTCD3,NM_017952.6
PTCH1,NM_000264.5
PTCH2,NM_003738.5
PTCHD1,NM_173495.3
PTCHD3,NM_001034842.5
PTCHD4,NM_001384253.1
PTCRA,NM_138296.3
PTDSS1,NM_014754.3
PTDSS2,NM_030783.3
PTEN,NM_000314.8
PTER,NM_001261836.2
PTF1A,NM_178161.3
PTGDR,NM_000953.3
PTGDR2,NM_004778.3
PTGDS,NM_000954.6
PTGER1,NM_000955.3
PTGER2,NM_000956.4
PTGER3,NM_198719.2
PTGER4,NM_000958.3
PTGES,NM_004878.5
PTGES2,NM_025072.7
PTGFR,NM_000959.4
PTGFRN,NM_020440.4
PTGIR,NM_000960.4
PTGIS,NM_000961.4
PTGR1,NM_001146108.2
PTGR3,NM_175907.6
PTGS1,NM_000962.4
PTH,NM_000315.4
PTH1R,NM_000316.3
PTH2R,NM_005048.4
PTHLH,NM_198965.2
PTK2,NM_001352702.2
PTK2B,NM_173176.3
PTK7,NM_002821.5
PTN,NM_002825.7
PTOV1,NM_001394010.1
PTPA,NM_178000.3
PTPDC1,NM_001253829.2
PTPMT1,NM_175732.3
PTPN1,NM_002827.4
PTPN11,NM_002834.5
PTPN12,NM_002835.4
PTPN13,NM_080683.3
PTPN14,NM_005401.5
PTPN2,NM_002828.4
PTPN21,NM_007039.4
PTPN22,NM_015967.8
PTPN23,NM_015466.4
PTPN3,NM_002829.4
PTPN4,NM_002830.4
PTPN5,NM_006906.2
PTPN6,NM_002831.6
PTPN7,NM_002832.4
PTPRB,NM_001109754.4
PTPRC,NM_002838.5
PTPRCAP,NM_005608.3
PTPRD,NM_002839.4
PTPRE,NM_006504.6
PTPRF,NM_002840.5
PTPRG,NM_002841.4
PTPRH,NM_002842.5
PTPRJ,NM_002843.4
PTPRM,NM_001105244.2
PTPRN,NM_002846.4
PTPRN2,NM_002847.5
PTPRO,NM_030667.3
PTPRQ,NM_001145026.2
PTPRR,NM_002849.4
PTPRS,NM_002850.4
PTPRT,NM_007050.6
PTPRU,NM_133178.4
PTPRZ1,NM_002851.3
PTRH2,NM_016077.5
PTRHD1,NM_001013663.2
PTS,NM_000317.3
PTTG1,NM_004219.4
PTTG1IP,NM_004339.4
PTTG2,NM_006607.3
PTX3,NM_002852.4
PTX4,NM_001328608.2
PUF60,NM_078480.3
PUM1,NM_001020658.2
PUM2,NM_015317.5
PUM3,NM_014878.5
PURA,NM_005859.5
PURG,NM_001323311.2
PUS1,NM_025215.6
PUS10,NM_144709.4
PUS3,NM_031307.4
PUS7,NM_019042.5
PUS7L,NM_031292.5
PUSL1,NM_153339.3
PVALB,NM_001315532.2
PVR,NM_006505.5
PVRIG,NM_001397246.1
PWP2,NM_005049.3
PWWP2A,NM_001130864.2
PWWP2B,NM_138499.4
PWWP3A,NM_001369789.1
PWWP3B,NM_001171020.2
PXDN,NM_012293.3
PXDNL,NM_144651.5
PXK,NM_017771.5
PXMP2,NM_018663.3
PXMP4,NM_007238.5
PXN,NM_001385981.1
PXT1,NM_152990.4
PXYLP1,NM_001037172.3
PYCR1,NM_006907.4
PYCR2,NM_013328.4
PYCR3,NM_023078.6
PYGB,NM_002862.4
PYGL,NM_002863.5
PYGM,NM_005609.4
PYHIN1,NM_152501.5
PYROXD1,NM_024854.5
PYROXD2,NM_032709.3
PYY,NM_001394028.1
PZP,NM_002864.3
QARS1,NM_005051.3
QDPR,NM_000320.3
QNG1,NM_032307.5
QPCT,NM_012413.4
QPCTL,NM_017659.4
QPRT,NM_014298.6
QRFP,NM_198180.3
QRICH1,NM_198880.3
QRICH2,NM_001388453.1
QRSL1,NM_018292.5
QSER1,NM_001076786.3
QSOX1,NM_002826.5
QSOX2,NM_181701.4
QTRT1,NM_031209.3
QTRT2,NM_024638.4
R3HCC1,NM_001136108.3
R3HCC1L,NM_001351015.2
R3HDM1,NM_001378107.1
R3HDM4,NM_138774.4
R3HDML,NM_178491.4
RAB11A,NM_004663.5
RAB11B,NM_004218.4
RAB11FIP1,NM_001002814.3
RAB11FIP2,NM_014904.3
RAB11FIP3,NM_014700.4
RAB11FIP4,NM_032932.6
RAB11FIP5,NM_001371272.1
RAB17,NM_022449.4
RAB18,NM_021252.5
RAB1A,NM_004161.5
RAB20,NM_017817.3
RAB23,NM_016277.5
RAB25,NM_020387.4
RAB26,NM_014353.5
RAB27A,NM_183235.3
RAB27B,NM_004163.4
RAB28,NM_001017979.3
RAB29,NM_003929.3
RAB33B,NM_031296.3
RAB34,NM_031934.6
RAB36,NM_004914.4
RAB37,NM_001006638.3
RAB38,NM_022337.3
RAB39B,NM_171998.4
RAB3GAP1,NM_012233.3
RAB3GAP2,NM_012414.4
RAB3IL1,NM_013401.4
RAB3IP,NM_022456.5
RAB40A,NM_080879.3
RAB40AL,NM_001031834.1
RAB40C,NM_021168.5
RAB43,NM_198490.3
RAB44,NM_001257357.2
RAB6A,NM_198896.2
RAB7A,NM_004637.6
RABEP1,NM_004703.6
RABEP2,NM_024816.3
RABEPK,NM_005833.4
RABGAP1,NM_012197.4
RABGAP1L,NM_001366446.1
RABGEF1,NM_014504.3
RABL2B,NM_001130919.3
RABL3,NM_173825.5
RABL6,NM_024718.5
RAC1,NM_006908.5
RAC2,NM_002872.5
RAC3,NM_005052.3
RAD1,NM_002853.4
RAD17,NM_133338.3
RAD18,NM_020165.4
